Username,Team,Age_Range,Gender,Grade,Travel_Time,Special_Feature,Password
24891,Sonorus,50-59,Female,A,60-89,,cuzeoox
19132,Fidelius Charm,50-59,Male,A,150-179,,nwdoebc
19736,Confringo,40-49,,A,0-29,,xbcswyl
28636,Mobilicorpus,60>,Female,A,120-149,,kykkfbr
21930,Deprimo,40-49,Female,A,30-59,,jpbwexn
23495,Deprimo,40-49,Male,A,60-89,,hwsndfh
10870,Deprimo,40-49,Female,A,60-89,,tkbuhtx
23274,Impedimenta,40-49,Male,A,180+,,kigtdwp
12368,Reducto,50-59,Female,A,120-149,,qctofvq
13213,Reducto,40-49,Male,A,30-59,,iuotezy
14212,Imperio,40-49,Male,A,60-89,,kalshsc
14840,Imperio,40-49,Female,A,60-89,,mowemnh
22237,Imperio,40-49,Female,A,120-149,,rtnvnbe
24568,Imperio,40-49,Female,A,120-149,,odnrmrw
25435,Colloportus,50-59,Female,A,30-59,Standing Desk,mepzapf
14775,Deprimo,40-49,Female,A,0-29,,zofskfa
18188,Deprimo,30-39,Male,A,90-119,,krybmgq
25963,Geminio,40-49,Male,A,30-59,,kviuzpc
21517,Confringo,50-59,Female,A,0-29,,ajkzjgt
21834,Confringo,60>,Male,A,150-179,,xybodvz
26717,Reducto,50-59,Male,A,30-59,,xfizthn
15283,Sonorus,40-49,Male,A,0-29,,iaptpne
19868,Aparecium,50-59,Female,A,0-29,,fjibuqt
10702,Impedimenta,40-49,Male,A,30-59,,qgmjyxg
15291,Deprimo,30-39,Male,A,150-179,,fsyfohl
16037,Confringo,50-59,Male,A,30-59,,hdkdqrg
19439,Defodio,50-59,Female,A,30-59,,wparjrt
24755,Sonorus,50-59,Male,A,30-59,,syztvzm
12230,Duro,30-39,Male,A,60-89,,rjzmihf
18647,Fidelius Charm,30-39,Male,A,30-59,,miappml
20795,Imperio,50-59,Male,A,150-179,,bwwguib
24001,Imperio,50-59,Male,A,90-119,,rwuhpor
22046,Sonorus,40-49,Male,A,180+,,qotfqvl
23738,Deprimo,40-49,Male,A,90-119,,mdfczdc
26112,Aguamenti,50-59,Female,A,0-29,,wqrmtby
24756,Impedimenta,50-59,Female,A,30-59,,avdxajk
20592,Impedimenta,50-59,Male,A,30-59,,mleflxk
21663,Aparecium,50-59,Female,A,180+,,jscicwf
21901,Locomotor Mortis,40-49,Female,A,150-179,,yldpdnz
23096,Deprimo,30-39,Female,A,30-59,,vdmeoxq
23408,Aparecium,50-59,Male,A,150-179,,mfmtmvl
22066,Aparecium,60>,Female,A,150-179,,qjwkroa
13205,Liberacorpus,40-49,Male,A,30-59,,tgqslco
25934,Impedimenta,30-39,Male,A,0-29,,ppmrykd
14693,Impedimenta,40-49,Male,A,60-89,,uldphwg
13454,Sonorus,30-39,Female,A,180+,,cocxmgd
18633,Reducto,40-49,Female,A,60-89,,wjqvors
14969,Confringo,60>,Male,A,90-119,,wehqlus
12249,Confringo,40-49,Male,A,30-59,,xvjjfsn
22165,Sonorus,20-29,Female,A,30-59,,ylzpkqe
15534,Stupefy,40-49,,A,30-59,,omzwfol
17675,Impedimenta,40-49,Male,A,30-59,,gbgcscu
21405,Fidelius Charm,50-59,Male,A,60-89,,mjngxpe
23426,Mobilicorpus,50-59,Female,A,90-119,,yccmydr
12276,Confringo,60>,Male,A,60-89,,qubiwlb
19048,Mobilicorpus,40-49,,A,0-29,,pbwotvq
16475,Sonorus,30-39,Male,A,30-59,,dzhcctz
24169,Protego Totalum,50-59,Male,A,60-89,,aftzmbb
25254,Reducto,50-59,Female,A,30-59,,hufadja
13158,Protego Totalum,40-49,,A,90-119,,mkvjdlm
17877,Deprimo,40-49,Male,A,0-29,,yqnmuga
16357,Imperio,40-49,Female,A,180+,,wpmebld
10838,Sonorus,40-49,Male,A,90-119,,ddsxckt
21655,Aparecium,50-59,Female,A,0-29,,pixrdem
10870,Deprimo,40-49,Female,A,120-149,,bxqbpyc
20592,Impedimenta,50-59,Male,A,30-59,,uuzatqa
18520,Sonorus,30-39,Female,A,180+,,lrlnlkc
16348,Sonorus,40-49,Male,A,30-59,,vzzirfg
17238,Sonorus,50-59,Male,A,30-59,,kwqyqtz
24618,Confundo,50-59,Male,A,150-179,,trrvkrv
16785,Expecto Patronum,50-59,Female,A,150-179,,mwhlwoa
17513,Confringo,40-49,Male,A,90-119,,pwafwbs
50562,Confringo,40-49,,A,90-119,,apecifk
19846,Reducto,30-39,Female,A,30-59,,anufbqv
50394,Locomotor Mortis,60>,Male,A,30-59,,acrctkn
23756,Locomotor Mortis,30-39,Male,A,0-29,,oamngxm
21573,Confringo,50-59,Female,A,30-59,,djxksei
27641,Reducto,50-59,Male,A,60-89,,uadxcvg
24150,Sonorus,50-59,Male,A,0-29,,zqhfqlo
12448,Fidelius Charm,50-59,Male,A,180+,,sfexikh
14072,Confringo,50-59,Female,A,30-59,,gqscrxw
23662,Deprimo,50-59,Male,A,0-29,,gikwasl
16934,Reducto,50-59,Male,A,90-119,,ghpzbty
19491,Imperio,50-59,Female,A,0-29,,flrxjhs
18188,Oppugno,30-39,Male,A,30-59,,hqigkox
17675,Deprimo,40-49,Male,A,90-119,,sphebhw
24169,Scourgify,50-59,Male,A,90-119,,jddixau
25934,Deprimo,30-39,Male,A,0-29,,pzklszj
14693,Deprimo,40-49,Male,A,180+,,hnmluxh
20592,Wingardium Leviosa,50-59,Male,A,60-89,,nzdrcmj
23274,Deprimo,40-49,Male,A,30-59,,ljhdeay
16785,Expulso,50-59,Female,A,150-179,,gytrfhv
15291,Oppugno,30-39,Male,A,60-89,,rpclgnx
10702,Deprimo,40-49,Male,A,0-29,,ihrblls
24756,Deprimo,50-59,Female,A,120-149,,mjmqpon
24169,Engorgio,50-59,Male,A,60-89,,ixzhaie
16427,Imperio,40-49,Female,A,0-29,,mbvolpv
23274,Locomotor,40-49,Male,A,30-59,,xssbliq
17513,Confringo,40-49,Male,A,30-59,,voqikyj
20592,Wingardium Leviosa,50-59,Male,A,90-119,,nkbkbih
13944,Mobilicorpus,30-39,Female,A,60-89,,ovmzmvv
13492,Mobilicorpus,40-49,Male,A,60-89,,rmyrrwk
28465,Imperio,50-59,Male,A,60-89,,ijwibrp
12343,Oppugno,40-49,Male,A,60-89,,eacbsoo
20592,Wingardium Leviosa,50-59,Male,A,30-59,,nmlctwt
28471,Sonorus,30-39,Male,A,120-149,,yevjvry
21907,Imperio,60>,Female,A,90-119,,yzuvtqr
23662,Wingardium Leviosa,50-59,Male,A,180+,,ffobcaa
11735,Deprimo,40-49,Male,A,180+,,hyhwooa
11254,Deprimo,30-39,Male,A,30-59,,yiocrsg
10598,Deprimo,40-49,Male,B,150-179,,vabfpkc
13283,Deprimo,40-49,Female,B,30-59,,yvplsmf
18503,Fidelius Charm,30-39,Male,B,30-59,,ecbrnhs
50659,Piertotum Locomotor,40-49,,B,150-179,,cymuuba
23606,Protego Totalum,50-59,Male,B,60-89,,clqlmhw
18865,Oppugno,60>,Male,B,30-59,,nrnknua
28274,Reducto,50-59,Female,B,180+,,aocnats
20876,Defodio,50-59,Male,B,90-119,,tnaglfe
23089,Confringo,50-59,Male,B,30-59,,kkhqwfo
18836,Impedimenta,50-59,Female,B,180+,,vlmixrt
24357,Locomotor Mortis,30-39,Female,B,120-149,,uuzqmba
18687,Wingardium Leviosa,40-49,Male,B,120-149,,gargblw
19922,Sonorus,50-59,Male,B,30-59,,jbjmwhi
24743,Aparecium,50-59,Female,B,120-149,,cdmssul
50588,Aparecium,60>,Female,B,30-59,,jfkllgi
10274,Deprimo,50-59,Male,B,0-29,,essexvv
21836,Deprimo,50-59,Male,B,30-59,,pgxmemn
10618,Sonorus,60>,Male,B,180+,,punffja
12615,Sonorus,40-49,,B,0-29,,czppfab
13737,Sonorus,40-49,Female,B,30-59,,zqnkzjf
24602,Sonorus,50-59,Male,B,60-89,,ooluutn
13355,Sonorus,20-29,Female,B,60-89,,xvmzjiy
18931,Sonorus,40-49,,B,0-29,,ejxyhrm
23706,Sonorus,50-59,Male,B,150-179,,zaopmik
23807,Sonorus,50-59,Female,B,120-149,,snjglkm
24497,Sonorus,50-59,Male,B,30-59,,lexljhk
26292,Sonorus,50-59,Female,B,120-149,,dvnsmid
26941,Sonorus,60>,Male,B,0-29,,blecvux
19184,Sonorus,50-59,Male,B,30-59,,iazmfei
21583,Meteolojinx Recanto,50-59,Male,B,30-59,Near Window,foyzxcu
21697,Imperio,30-39,Male,B,0-29,,grgxbxq
14372,Fidelius Charm,30-39,Female,B,120-149,,kroijra
26071,Fidelius Charm,40-49,Male,B,150-179,,xfxgqzc
10219,Confringo,60>,Female,B,60-89,,dvxsjni
18404,Confringo,60>,Female,B,90-119,,hngxtre
23850,Confringo,50-59,Male,B,120-149,,ccohihn
13336,Confringo,40-49,Male,B,60-89,,tphgnfb
14072,Confringo,50-59,Female,B,60-89,,rftaoqu
15410,Confringo,40-49,Male,B,60-89,,yxqkoso
10007,Locomotor Mortis,60>,Male,B,150-179,,ocdgblv
10588,Locomotor Mortis,50-59,Female,B,60-89,,pmphars
12048,Locomotor Mortis,50-59,Female,B,120-149,,mttbqaf
18061,Locomotor Mortis,20-29,Female,B,0-29,,hzoqpgh
12851,Duro,40-49,Female,B,60-89,,fptgqab
24540,Duro,50-59,Female,B,30-59,,mkzwvbl
12780,Mobilicorpus,40-49,Female,B,30-59,,qgolpfr
27632,Mobilicorpus,40-49,Male,B,30-59,,lkbcpzu
21187,Sonorus,50-59,Male,B,30-59,,zikxtsn
10880,Sonorus,50-59,Female,B,30-59,,dcylkbe
20073,Sonorus,50-59,Female,B,60-89,,kskkfpf
13713,Locomotor Mortis,30-39,Male,B,120-149,,aixknvi
50512,Locomotor Mortis,40-49,Female,B,0-29,,dexskby
50555,Locomotor Mortis,60>,Male,B,150-179,,oqgsfmq
15861,Mobilicorpus,40-49,Female,B,0-29,,vyupmro
12560,Levicorpus,50-59,Male,B,60-89,,wwfexcs
19644,Deprimo,50-59,Male,B,30-59,,ifcynie
20464,Deprimo,50-59,Male,B,150-179,,crpfyuk
19489,Fidelius Charm,60>,Female,B,30-59,,nvoyihp
19687,Defodio,50-59,Female,B,30-59,,kselzrs
23612,Impedimenta,40-49,Male,B,150-179,,gxkbxyn
25578,Wingardium Leviosa,50-59,Female,B,150-179,,gktlngk
19172,Confringo,40-49,Female,B,180+,,kpumylp
16934,Reducto,50-59,Male,B,180+,,fssaluv
22522,Mobilicorpus,50-59,Female,B,30-59,,tvmodcq
13728,Sonorus,40-49,Male,B,90-119,,wuzmozb
13354,Sonorus,20-29,Male,B,30-59,,lobtgpa
21655,Aparecium,50-59,Female,B,60-89,,jjbvhig
14386,Avada Kedavra,60>,Female,B,30-59,,pgzkvcq
15730,Imperio,40-49,Male,B,120-149,,ydyqnhr
11160,Locomotor Mortis,50-59,Female,B,90-119,,minschg
24791,Confringo,50-59,Female,B,0-29,,erforxl
27765,Aparecium,50-59,Female,B,30-59,,dwphgrm
14046,Duro,30-39,Male,B,30-59,,yjzwutj
50405,Locomotor Mortis,40-49,Male,B,180+,,eakewuj
15625,Locomotor Mortis,30-39,Male,B,60-89,,ppuouqb
21789,Locomotor Mortis,50-59,Male,B,30-59,,xjftujy
18116,Reducto,60>,Female,B,30-59,,ggixgjw
21910,Fidelius Charm,50-59,Female,B,0-29,,rkpwnzg
14100,Locomotor Mortis,30-39,Male,B,30-59,,ccxxbfd
25386,Deprimo,50-59,Female,B,30-59,,gtrevch
27859,Impedimenta,30-39,Female,B,0-29,,zfqlacp
25834,Meteolojinx Recanto,30-39,Male,B,30-59,,qqdfvbo
14106,Meteolojinx Recanto,40-49,Male,B,60-89,,fasrazy
20154,Aparecium,50-59,Female,B,180+,,aybvkcj
23197,Avada Kedavra,50-59,Female,B,30-59,,aulalzq
10799,Deprimo,50-59,Female,B,60-89,,koiwunq
16842,Sonorus,30-39,Male,B,60-89,,ycqddwu
18083,Confringo,60>,Female,B,60-89,,xogfbgh
20444,Reducto,50-59,Female,B,60-89,,ijjvmig
12269,Sonorus,50-59,Female,B,30-59,,uyfudau
11064,Sonorus,40-49,Female,B,150-179,,jystmka
13155,Reducto,50-59,Male,B,60-89,,nuqnilw
12493,Locomotor Mortis,40-49,Female,B,0-29,,xbrujku
24400,Confringo,50-59,Female,B,90-119,,woascjb
24474,Confringo,30-39,Female,B,180+,,efwzgho
14714,Duro,40-49,Male,B,150-179,,qxcodvl
24529,Duro,40-49,Male,B,30-59,,mggziop
13237,Mobilicorpus,20-29,Male,B,60-89,,cgdeuba
13242,Mobilicorpus,20-29,Male,B,180+,,yjpgxgo
24313,Mobilicorpus,50-59,Male,B,0-29,,vuebpch
18085,Fidelius Charm,20-29,Female,B,120-149,,jezfdin
26968,Fidelius Charm,30-39,Female,B,120-149,,mfcwsis
13295,Confringo,30-39,Male,B,30-59,,rkwpvad
14157,Confringo,20-29,Female,B,90-119,,vuibpox
50238,Confringo,30-39,Male,B,90-119,,qrikqab
23759,Locomotor Mortis,40-49,Female,B,180+,,umsqbwd
12359,Locomotor Mortis,40-49,Female,B,0-29,,vkiaatw
19692,Locomotor Mortis,30-39,Female,B,30-59,,zslvyox
13234,Locomotor Mortis,20-29,Male,B,30-59,,qgpmptm
14050,Locomotor Mortis,20-29,Female,B,150-179,,pzbtuvp
21915,Locomotor Mortis,40-49,Female,B,60-89,,qviyysq
10170,Duro,40-49,,B,60-89,,isnrxjy
11036,Mobilicorpus,50-59,Female,B,30-59,,alqbfur
10596,Fidelius Charm,50-59,Male,B,150-179,,zgkgaty
21199,Mobilicorpus,30-39,Female,B,180+,,wvfghxs
18068,Sonorus,60>,Male,B,60-89,,ktoxjbt
11287,Confringo,50-59,Female,B,180+,,gfmnqlt
11657,Confringo,50-59,Female,B,60-89,,gvxyedr
14127,Locomotor Mortis,20-29,Male,B,30-59,,oadbcqy
21568,Locomotor Mortis,50-59,Male,B,30-59,,zfmrcuv
20420,Locomotor Mortis,50-59,Male,B,30-59,,srgczql
11866,Mobilicorpus,40-49,Male,B,60-89,,pticrxa
12803,Deprimo,40-49,,B,60-89,,pmmvckn
16173,Fidelius Charm,20-29,Male,B,90-119,,nldytne
13821,Fidelius Charm,50-59,Male,B,90-119,,owgjsju
13913,Confringo,20-29,Male,B,150-179,,icnuljq
14615,Obscuro,30-39,Female,B,120-149,,toghwoi
14663,Obscuro,30-39,Female,B,30-59,,tjhylak
24637,Mobilicorpus,40-49,Female,B,120-149,,kffnwlw
26716,Sonorus,50-59,Male,B,30-59,,njfigfs
18495,Avada Kedavra,50-59,Female,B,90-119,,rucxhip
21907,Imperio,60>,Female,B,120-149,,aprrxsj
15900,Diffindo,50-59,Male,B,150-179,,tzmtock
22512,Deprimo,50-59,Male,B,30-59,,ugpkzva
11430,Protego Totalum,50-59,Female,B,150-179,,gzytiil
12909,Confringo,50-59,Male,B,180+,,nzfsxnu
13333,Obscuro,40-49,Female,B,0-29,,gcgsyyk
22603,Reducto,20-29,Female,B,0-29,,yknmdzv
13596,Mobilicorpus,40-49,Female,B,180+,,jhsogti
18483,Mobilicorpus,50-59,Female,B,180+,,axouxwg
12958,Sonorus,30-39,Female,B,30-59,,foqjkvk
23610,Sonorus,50-59,Female,B,90-119,,qjphvdx
19165,Sonorus,40-49,Female,B,30-59,,twsnxep
19450,Sonorus,50-59,Female,B,0-29,,grvdsgk
26430,Quietus,40-49,,B,90-119,,kocfhrm
13493,Avada Kedavra,40-49,Female,B,0-29,,wnvblxm
22415,Duro,30-39,Male,B,0-29,,kyjcmhi
16457,Locomotor Mortis,30-39,Female,B,90-119,,hjhxpyo
14301,Locomotor Mortis,20-29,Male,B,0-29,,fphgbpg
20957,Locomotor Mortis,40-49,Male,B,0-29,,kvkbmbr
24345,Locomotor Mortis,30-39,Male,B,0-29,,zskiepy
18703,Liberacorpus,40-49,Female,B,60-89,Ergonomic Chair,vfeurlk
14515,Deprimo,40-49,Female,B,60-89,,ekutnsn
16405,Confringo,30-39,Male,B,0-29,,hhvvroc
25728,Locomotor Mortis,30-39,Female,B,30-59,,lpmnxgx
17923,Impedimenta,30-39,Male,B,180+,,ebrlzjj
20466,Meteolojinx Recanto,50-59,Female,B,0-29,,hkrtghi
19901,Defodio,50-59,Female,B,30-59,,ytujuqu
19164,Aparecium,50-59,Female,B,180+,,jdnaunp
28056,Aparecium,50-59,Female,B,150-179,,ctyxeat
19984,Impedimenta,60>,Female,B,30-59,,ucnpmjd
19437,Deprimo,60>,Female,B,30-59,,vtcroch
24510,Deprimo,50-59,Male,B,30-59,,thyiaix
24259,Impedimenta,40-49,Male,B,60-89,,rtyasou
10425,Confringo,50-59,Female,B,30-59,,bwriaag
50025,Sonorus,40-49,Male,B,120-149,,llgsqka
11380,Levicorpus,50-59,Female,B,180+,,ooxjcfp
20238,Defodio,50-59,Female,B,0-29,,nwhxksv
16887,Sonorus,30-39,Male,B,150-179,,migyocv
22475,Sonorus,50-59,Male,B,0-29,,jbwigvw
12436,Sonorus,30-39,Male,B,0-29,,poytfxm
20779,Geminio,30-39,Female,B,150-179,,uvayghv
16427,Imperio,40-49,Female,B,120-149,,xcahuow
28465,Imperio,50-59,Male,B,90-119,,ohzursc
19700,Mobilicorpus,20-29,Male,B,120-149,,vbzpiqx
12514,Mobilicorpus,30-39,Male,B,30-59,,zcybllz
14296,Mobilicorpus,20-29,Female,B,180+,,mgwmtpr
13298,Fidelius Charm,30-39,Male,B,120-149,,deyrqfv
19235,Fidelius Charm,60>,Male,B,60-89,,gwcnxik
25939,Fidelius Charm,50-59,Male,B,60-89,,kbqcezf
26604,Levicorpus,50-59,Female,B,180+,,kvdhpjp
20459,Protego Totalum,30-39,Male,B,30-59,,wqpnywb
12422,Confringo,30-39,Female,B,0-29,,afhxutw
12559,Locomotor Mortis,40-49,Female,B,60-89,,zrmtpdg
13576,Locomotor Mortis,30-39,Female,B,150-179,,hgjygtv
12442,Locomotor Mortis,20-29,Male,B,180+,,hcanjfe
14439,Locomotor Mortis,20-29,Male,B,30-59,,vzfyxaf
18725,Mobilicorpus,60>,Male,B,90-119,,mtrudca
25333,Mobilicorpus,50-59,Male,B,90-119,Near Window,xxmflcr
11188,Sonorus,50-59,Male,B,60-89,,misdaba
28114,Imperio,40-49,Male,B,150-179,,fisillw
12379,Locomotor Mortis,50-59,Male,B,90-119,,iusjfhh
11190,Duro,40-49,Female,B,60-89,,dsenikn
22117,Locomotor Mortis,40-49,Female,B,60-89,,ntpqrry
14653,Mobilicorpus,50-59,Male,B,150-179,,xnoaxfm
26131,Mobilicorpus,50-59,Female,B,0-29,,urwlglb
19401,Mobilicorpus,30-39,Male,B,150-179,,xerjvuw
18028,Locomotor Mortis,20-29,Female,B,60-89,,illxnxe
13302,Sonorus,40-49,Male,B,30-59,,qqhcczn
20125,Mobilicorpus,50-59,Female,B,0-29,,tkojxcm
14202,Mobilicorpus,50-59,Male,B,30-59,,uazfoyd
13303,Locomotor Mortis,30-39,Male,B,180+,,qryokng
28156,Locomotor Mortis,40-49,Female,B,0-29,,ozwawds
12431,Diffindo,30-39,Male,B,120-149,,delxvvb
28216,Diffindo,40-49,Male,B,0-29,,wbbeuye
19363,Mobilicorpus,60>,Female,B,120-149,,hdrqdqz
10201,Mobilicorpus,40-49,Female,B,0-29,,jtujhmj
22781,Mobilicorpus,30-39,Female,B,90-119,,jiyxvlm
28565,Deprimo,40-49,Female,B,180+,,xvigmyv
23276,Fidelius Charm,50-59,Male,B,180+,,dusmzuo
24211,Impedimenta,40-49,Male,B,150-179,,krnxdvb
13920,Confundo,40-49,,B,120-149,,uvtovwl
10826,Geminio,40-49,Male,B,60-89,,vhnywpc
17085,Confringo,30-39,Male,B,30-59,,kigkhqm
18184,Confringo,30-39,Male,B,0-29,,pkupjsa
20482,Confringo,40-49,Male,B,180+,,djibktv
15274,Reducto,40-49,Male,B,0-29,,fxzkthp
11260,Duro,50-59,Female,B,0-29,,dfhdgtq
14319,Locomotor Mortis,30-39,Female,B,0-29,,yxlxapv
13209,Diffindo,50-59,Male,B,60-89,,jzvlmni
13944,Levicorpus,30-39,Female,B,180+,,fjcasdq
12087,Defodio,40-49,Male,B,0-29,,itsmseo
17103,Impedimenta,30-39,Male,B,90-119,,croufop
21194,Impedimenta,40-49,,B,30-59,,zuyappo
11463,Confringo,50-59,Male,B,0-29,,poclkby
20087,Confringo,30-39,Female,B,30-59,,yldogpv
14227,Confringo,20-29,Male,B,120-149,,odrkard
15775,Confringo,60>,Female,B,30-59,,lamekej
22859,Mobilicorpus,50-59,Female,B,30-59,,shxdtmo
22042,Sonorus,30-39,Male,B,180+,,growacp
19491,Imperio,50-59,Female,B,30-59,,potyamq
22198,Mobilicorpus,50-59,Female,B,30-59,,bkzudjn
18226,Mobilicorpus,60>,Male,B,30-59,,lygcomb
20987,Locomotor Mortis,50-59,Male,B,60-89,,ndoysqz
28567,Locomotor Mortis,50-59,Male,B,60-89,,aukvboa
13148,Confringo,40-49,Male,B,60-89,,zikjeqr
12495,Duro,50-59,Female,B,0-29,,xirjnws
23442,Impedimenta,40-49,Female,B,30-59,,pkfkfwl
10354,Aparecium,40-49,Female,B,180+,,ruxlbxm
21098,Impedimenta,40-49,Male,B,90-119,,fivezrf
23095,Impedimenta,40-49,Male,B,60-89,,ivjayqe
26058,Aparecium,50-59,Female,B,60-89,,bfkejuh
13348,Deprimo,40-49,Female,B,30-59,,fpkxhwh
22621,Deprimo,50-59,Male,B,90-119,,yrcialp
21807,Deprimo,50-59,Male,B,30-59,,sulyvwq
10807,Deprimo,40-49,Female,B,180+,,bpjqkrq
26674,Impedimenta,40-49,Female,B,180+,,eobbfgn
50684,Piertotum Locomotor,40-49,,B,90-119,,qrsyjzk
21867,Fidelius Charm,30-39,Female,B,30-59,,ijvzzgl
23750,Confringo,40-49,Male,B,30-59,,lskucxu
10482,Duro,60>,Male,B,30-59,,qfrxroo
15175,Sonorus,30-39,Male,B,60-89,,onislqm
50288,Sonorus,40-49,Female,B,30-59,,qjxaojm
22689,Geminio,40-49,,B,0-29,,dmkgctu
19342,Fidelius Charm,40-49,Male,B,30-59,,qedqdhx
27992,Fidelius Charm,40-49,Male,B,0-29,,ztpszbz
19191,Mobilicorpus,30-39,Male,B,30-59,,mfdpzoy
10176,Sonorus,40-49,Male,B,180+,,nqrewls
12980,Confringo,50-59,Male,B,60-89,,jfkxoak
28936,Fidelius Charm,50-59,Male,B,60-89,,zceqhry
13396,Anapneo,40-49,Female,B,180+,,kpfhuiq
15466,Locomotor Mortis,40-49,Female,B,0-29,,cynfjpv
19767,Confringo,30-39,Female,B,30-59,,baudlwj
24968,Reducto,50-59,Female,B,180+,,ziukhuo
24364,Confringo,50-59,Male,B,180+,,joopysk
27205,Confringo,40-49,Male,B,60-89,,fsveqsw
28266,Locomotor Mortis,40-49,Male,B,60-89,,rebvnxt
11351,Mobilicorpus,40-49,Female,B,150-179,,wmiguqd
26630,Aparecium,40-49,,B,0-29,,etjwdcx
13722,Deprimo,30-39,Male,B,30-59,,wcritkp
10473,Impedimenta,50-59,Male,B,30-59,,qfpnjbv
12116,Sonorus,50-59,Male,B,120-149,,btqwdge
11911,Duro,50-59,Male,B,150-179,,talootn
28396,Impedimenta,30-39,Male,B,60-89,,hfshwsf
26458,Imperio,50-59,Female,B,0-29,,fnekqyu
10996,Impedimenta,40-49,Female,B,30-59,,kltnwht
23694,Fidelius Charm,60>,Male,B,0-29,,elatito
24260,Aparecium,40-49,Female,B,120-149,,voyzuxr
20089,Mobilicorpus,60>,Male,B,60-89,,rvrvqwb
18652,Fidelius Charm,40-49,Male,B,150-179,,dcxwoum
22546,Impedimenta,20-29,Male,B,180+,,oxtsxug
12415,Confringo,30-39,Male,B,60-89,,tcjxscm
22161,Imperio,60>,Male,B,90-119,,vwxinnu
20490,Meteolojinx Recanto,50-59,Female,B,30-59,,tpfzpaj
24888,Nox,40-49,Female,B,30-59,,djdbyec
15864,Sonorus,40-49,Female,B,150-179,,ikgjesc
26198,Deprimo,50-59,Male,B,30-59,,odxiioc
12492,Sonorus,30-39,Male,B,180+,,tyjjngk
26881,Fidelius Charm,60>,Male,B,180+,,wobljai
13703,Locomotor Mortis,30-39,Female,B,120-149,,yvjxnxz
18200,Confringo,40-49,,B,0-29,,dnhrjvi
12343,Deprimo,40-49,Male,B,0-29,,zfqzyel
50048,Sonorus,40-49,Female,B,30-59,,odgqyom
18033,Mobilicorpus,20-29,Male,B,30-59,,oeaarke
15867,Fidelius Charm,30-39,Male,B,0-29,,zxohxaa
23016,Impedimenta,40-49,Female,B,120-149,,sevbwcz
23709,Avada Kedavra,50-59,Male,B,90-119,,vavwtup
18596,Anapneo,60>,Male,B,60-89,,jlzgulz
21135,Defodio,40-49,Male,B,90-119,,acwezvo
13999,Sonorus,40-49,Male,B,150-179,,gbhravn
23176,Aparecium,50-59,Female,B,30-59,,hovwojz
20338,Defodio,50-59,Female,B,30-59,,eoomrcl
13290,Locomotor Mortis,30-39,Male,B,150-179,,ifkfxyt
19684,Duro,30-39,Male,B,0-29,,sdredob
18956,Levicorpus,40-49,Male,B,60-89,,jcrsidu
